GOVERNMENT POLYTECHNIC SIMDEGA,"AT-KARWATOLI, PO+PS-SIMDEGA DIST-
SIMDEGA",GUMLA,Government
KEJRIWAL INSTITUTE OF MANAGEMENT AND DEVELOPMENT STUDIES,"PINDRAKOM, NAMKUM, RANCHI, JHARKHAND 834010",RANCHI,Private-Self Financing
"GOVT. POLYTECHNIC, KODERMA","GOVERNMENT POLYTECHNIC, KODERMA VILLAGE - GOHAL, POST - MAKATPUR, JAINAGAR, DIST - KODERMA, PIN - 825318",KODERMA,Government
"GUMLA POLYTECHNIC ESTD BY GOVT
OF JHARKHAND AND RUN BY A P S COLLEGE AND CYBOTECH CAMPUS UNDER PPP","CHANDALI, NEAR POLICE LINE,LOHARDAGA ROAD,GUMLA",GUMLA,Private-Self Financing
AL-KABIR POLYTECHNIC,"KABIRNAGAR, P.O. KOPALI, VIA MANGO",SERAIKELA-KHARSAWAN,"Private-Self
Financing"
"R. V. S. COLLEGE OF ENGINEERING &
TECHNOLOGY",EDALBERA BHILAI PAHARI NH 33,EAST SINGHABHUM,"Private-Self
Financing"
"SAI NATH UNIVERSITY, FACULTY OF
SCIENCE AND TECHNOLOGY","876, JIRAWAR, CHANDWAY - KUCHU
ROAD, ORMANJHI",RANCHI,"State Private
University"
"CHANDIL POLYTECHNIC (ESTD. BY
GOVT. OF JHARKHAND & RUN BY GURUNANAK POLYTECHNIC FOUNDATION UNDER PPP)","VILLAGE: GHORALING, CHANDIL, DIST: SEREIKELA KHARSAWAN, JHARKHAND",SAREIKELA AND KHARSAWAN,Private-Self Financing
UNIVERSITY DEPARTMENT OF COMPUTER APPLICATIONS,"VINOBA BHAVE UNIVERSITY, NH 33,
SINDOOR, HAZARIBAGH, JHARKHAND 825301",HAZARIBAG,State Government University
"GOVERNMENT TOOL ROOM AND
TRAINING CENTRE","VILL-JARDAHA,PS-TALJHARI,P.O-LAKHNA
,VIA-GHORMARA",DUMKA,Govt aided
JAMSHEDPUR WOMENS UNIVERSITY,"BISTUPUR, JAMSHEDPUR",EAST SINGHABHUM,Government
"INSTITUTE OF SCIENCE AND
MANAGEMENT","ISM CAMPUS PUNDAG RANCHI 834004
JHARKHAND",RANCHI,"Private-Self
Financing"
"GOVERNMENT POLYTECHNIC NIRSA, DHANBAD","GOVT. POLYTECHNIC NIRSA MAUZA-
GOPALGANJ P.O-DEVIYANA ANCHAL- NIRSA PIN-828205",DHANBAD,Government
MADHUPUR POLYTECHNIC,"MADHUPUR,DEOGHAR,JHARKHAND",DEOGHAR,"Private-Self
Financing"
K. K. POLYTECHNIC,"AT - DEOLI PO - JANGALPUR PS-
GOBINDPUR DHANBAD PIN- 828109 JHARKHAND",DHANBAD,Private-Self Financing
"XLRI - XAVIER SCHOOL OF
MANAGEMENT",C. H. AREA (EAST) JAMSHEDPUR - 831001,EAST SINGHABHUM,"Private-Self
Financing"
"JHARKHAND GOVERNMENT MINI TOOL
ROOM & TRAINING CENTRE","PLOT NO-38 PHASE-I TATISILWAI
INDUSTRIAL AREA TATISILWAI",RANCHI,Govt aided
KHANDOLI INSTITUTE OF TECHNOLOGY,AT-DIGHARIAKALA PO-MOTILEDA,GIRIDIH,"Private-Self
Financing"
"GOVT. POLYTECHNIC, KHUTRI",VILLAGE : KHUTRI,BOKARO,Government
GOVT. POLYTECHNIC DUMKA,"SONWA DANGAL P.O.SHIV PAHAR
DUMKA",DUMKA,Government
B I T SINDRI,PO -SINDRI INSTITUTE,DHANBAD,Government
"GOVERNMENT WOMEN'S POLYTECHNIC
BOKARO",NEAR GARGA DAM BALIDIH,BOKARO,Government
"XAVIER INSTITUTE OF POLYTECHNIC
AND TECHNOLOGY","VILL - BARGAWAN, PO - NAMKUM",RANCHI,"Private-Self
Financing"
"CENTRAL INSTITUTE OF
PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET), RANCHI","CIPET, HEHAL RANCHI JHARKHAND",RANCHI,Government
GOVERNMENT WOMEN'S POLYTECHNIC,"GOVERNMENT WOMEN'S POLYTECHNIC,
THARPAKHNA, RANCHI",RANCHI,Government
XAVIER INSTITUTE OF SOCIAL SERVICE,"DR. CAMIL BULCKE PATH (PURULIA
ROAD) POST BOX - 7",RANCHI,"Private-Self
Financing"
"GOVERNMENT POLYTECHNIC
ADITYAPUR",ADITYAPUR INDUSTRIAL AREA,SERAIKELA-KHARSAWAN,Government
GOVERNMENT POLYTECHNIC BHAGA,"GOVT. POLYTECHNIC BHAGA (BIT SINDRI
CAMPUS) PO: MOTINAGAR, DIST: DHANBAD- 828120",DHANBAD,Government
GOVT. POLYTECHNIC JAGANNATHPUR,PO-JAGANNATHPUR PS-JAGANNATHPUR DIST-WEST SINGHBHUM,PASCHIM SINGHBHUM,Government
"UNIVERSITY POLYTECHNIC, BIT, MESRA","OPPOSITE INDUSTRIAL ESTATE BIT-STEP,
MESRA",RANCHI,"Private-Self
Financing"
SATYENDRA NARAYAN SINHA INSTITUTE OF BUSINESS MANAGEMENT,"SATYENDRA NARAYAN SINHA INSTITUTE OF BUSINESS MANAGEMENT DHURWA, RANCHI - 834 004. JHARKHAND - INDIA. PHONE NO. - 91-0651-2408907, 2505031 FAX - 91-0651-2408907 EMAIL - SNSIBM@REDIFFMAIL.COM",RANCHI,Private-Self Financing
"RAMCHANDRA CHANDRAVANSI
POLYTECHNIC INSTITUTE","NAWADIHKALA, PO:BISHRAMPUR,
PS:BISHRAMPUR DIST:PALAMU",PALAMU,"Private-Self
Financing"
GOLA POLYTECHNIC(ESTD. BY GOVT. OF JHARKHAND & RUN BY GURUNANAK TECHNICAL FOUNDATION UNDER PPP),"VILLAGE: HUPPU HERAMDAGA GOLA, DISTRICT RAMGARH, JHARKHAND",RAMGARH,Private-Self Financing
"CHAIBASA ENGINEERING COLLEGE
(ESTD. BY GOVT. OF JHARKHAND & RUN BY TECHNO INDIA UNDER PPP)","JHIKPANI,CHAIBASA,JHARKHAND, EAST SINGHABHUM",WEST SINGHBHUM,Private-Self Financing
DAV INSTITUTE OF ENGINEERING & TECHNOLOGY,"BETLA ROAD, P.O. POLPOL,
MEDININAGAR (DALTONGANJ), DIST - PALAMAU, (JHARKHAND)",PALAMU,Private-Self Financing
RAMGOVIND POLYTECHNIC INSTITUTE,"AT-MAHUVAN PO-KARMA JHUMRI
TELAIYA KODARMA",KODERMA,"Private-Self
Financing"
"SILLI POLYTECHNIC (ESTD. BY GOVT. OF
JHARKHAND & RUN BY TECHNO INDIA UNDER PPP)","SILLI,MOORI, RANCHI, JHARKHAND",RANCHI,Private-Self Financing
"MARYLAND INSTITUTE OF
TECHNOLOGY AND MANAGEMENT","VILLAGE CHARINDA / JORISA, GALUDIH",EAST SINGHABHUM,"Private-Self
Financing"
"RAMGARH ENGINEERING COLLEGE
(ESTD. BY GOVT. OF JHARKHAND & RUN BY TECHNO INDIA UNDER PPP)","RAMGARH, JHARKHAND",RAMGARH,Private-Self Financing
NETAJI SUBHAS UNIVERSITY,"POKHARI, NEAR BHILAI PAHADI",EAST SINGHABHUM,"State Private
University"
"GOVERMENT ENGINEERING COLLEGE
PALAMU",VILLAGE- BASAURA ANCHAL- LESLIGANJ,PALAMU,Government
AISECT UNIVERSITY,"VILL-JONHIYA, P.O- DARU, THANA-DARU",HAZARIBAG,"State Private
University"
USHA MARTIN UNIVERSITY,"AT VILLAGE NARAYANSOSO, NEAR
BLOCK OFFICE RANCHI - PURULIA ROAD, HIGHWAY, ANGARA",RANCHI,State Private University
RADHA GOVIND UNIVERSITY,"RADHA GOVIND NAGAR, GANDKEY",RAMGARH,"State Private
University"
B.A.COLLEGE OF ENGINEERING & TECHNOLOGY,"VILLAGE : GHUTIA, TALUK : GHATSHILA, BARAKHURSI, VIA - MAHULIA DISTRICT : EAST SINGHBHUM",EAST SINGHABHUM,Private-Self Financing
"INSTITUTE OF SCIENCE AND
MANAGEMENT",ISM CAMPUS PUNDAG RANCHI 834004,RANCHI,"Private-Self
Financing"
BEHARAGORA POLYTECHNIC COLLEGE,MAIN ROAD BEHARAGORA,EAST SINGHABHUM,"Private-Self
Financing"
"NATIONAL INSTITUTE OF ADVANCED
MANUFACTURING TECHNOLOGY","HATIA, RANCHI",RANCHI,Govt aided
GOVERNMENT POLYTECHNIC CHATRA,"VILL- KATHOTIA, AHAURI",CHATRA,Government
CENTRAL UNIVERSITY OF JHARKHAND,"RATU LOHARDAGA ROAD, BRAMBE,
RANCHI",RANCHI,Central University
"NILAI EDUCATIONAL TRUST'S GROUP OF
INSTITUTIONS","THAKURGAON, BURMU,",RANCHI,"Private-Self
Financing"
DHANBAD INSTITUTE OF TECHNOLOGY,"SHAKTI NAGAR CO OPERATIVE COLONY
NAGNAGAR",DHANBAD,"Private-Self
Financing"
SRINATH UNIVERSITY,DINDLI,SERAIKELA-KHARSAWAN,"State Private
University"
ST ALOYSIUS COLLEGE ( ST ALOYSIUS INSTITUTE OF MANAGEMENT & INFORMATION TECHNOLOGY ),"KOTEKAR POST SHARADA NAGAR, 2ND CROSS MADOOR VILLAGE MANGALORE - 575022",D KANNADA(DK),Private-Self Financing
INTERNATIONAL ACADEMY OF MANAGEMENT AND ENTREPRENEURSHIP,"151/2, NISATHE ART OF LIVING CAMPUS,
OFF KANAKAPURA ROAD, UDAYPURA POST, BANGALORE-5RGA CAMPUS, BEHIND 560082",BANGALORE URBAN,Private-Self Financing
JYOTI NIVAS COLLEGE (MBA),"HOSUR ROAD, BANGALORE",BANGALORE URBAN,"Private-Self
Financing"
MOUNT CARMEL COLLEGE,"NO.58, PALACE ROAD, VASANTHNAGAR",BANGALORE URBAN,"Private-Self
Financing"
JYOTI NIVAS COLLEGE (MCA),HOSUR ROAD BANGALORE,BANGALORE URBAN,"Private-Self
Financing"
ALLUM KARIBASAPPA INSTITUTE OF MANAGEMENT,"V.V SANGHA'S VIJAYANAGAR INSTITUTE
OF MANAGEMENT, V.S. CAMPUS,
AIRPORT ROAD, CANTONMENT, BELLARY- 583104",BELLARY,Private-Self Financing
"EAST WEST COLLEGE OF MANAGEMENT
(MCA)","#63, OFF MAGADI ROAD, VISHWANEEDAM
POST, BANGALORE-91",BANGALORE URBAN,"Private-Self
Financing"
SAPTHAGIRI COLLEGE OF ENGINEERING,"#14/5, CHIKKASANDRA, HESARAGHATTA
MAIN ROAD, BANGALURU KARNATAKA PIN:560057",BANGALORE URBAN,Private-Self Financing
"DON BOSCO INSTITUTE OF
MANAGEMENT STUDIES AND COMPUTER APPLICATIONS","SURVEY NO. 8/7, KUMBALAGODU POST, KUMBALAGODU, BANGALORE 74",BANGALORE URBAN,Private-Self Financing
"GOVERNMENT POLYTECHNIC, NAGAMANGALA","GOVERNMENT POLYTECHNIC,
NAGAMANGALA, NAGAMANGALA TALUK, MANDYA DISTRICT, KARNATAKA
--571432",MANDYA,Government
"GOVT.TOOLROOM AND TRAINING CENTRE,BANGALORE","GOVT.TOOLROOM AND TRAINING
CENTRE,BANGALORE RAJAJI NAGAR
INDUSTRIAL ESTATE, RAJAJI NAGAR, BANGALORE - 560010",BANGALORE URBAN,Government
"CHRIST DEEMED TO BE UNIVERSITY
MAIN CAMPUS",HOSUR ROAD BENGALURU,BANGALORE URBAN,"Deemed to be
University(Pvt)"
REGIONAL COLLEGE OF MANAGEMENT AND ENTREPRENEURSHIP,"SURVEY NO 34/4, MUDUGURKI, VENKATAGIRI KOTE",BANGALORE RURAL,Private-Self Financing
INTERNATIONAL INSTITUTE OF BUSINESS STUDY,"SURVEY NO. 75, MUTTUGADAHALLI,
JALA HOBLI, BANGALORE NORTH TALUK, BANGALORE URBAN DISTRICT",BANGALORE URBAN,Private-Self Financing
ISBR COLLEGE,"16 ELECTRONIC CITY PHASE 1, HOSUR
ROAD, BANGALORE-560100",BANGALORE URBAN,"Private-Self
Financing"
PATEL INSTITUTE OF MANAGEMENT STUDIES,"25/2, BEHIND SAKRA WORLD HOSPITAL ,
KARIYAMMANA AGRAHARA, BELLNDUR POST",BANGALORE URBAN,Private-Self Financing
ST XAVIERS COLLEGE,"ST. XAVIER`S COLLEGE NO. 15 IAT
QUEENS ROAD VASANTH NAGAR BANGALORE KARNATAKA 560051",BANGALORE URBAN,Private-Self Financing
DEPARTMENT OF COMPUTER SCIENCE,"AKKAMAHADEVI WOMEN'S UNIVERSITY, VIJAYAPURA - 586105, KARNATAKA",BIJAPUR,Government
M. S. RAMAIAH UNIVERSITY OF APPLIED SCIENCES,"UNIVERSITY HOUSE, GNANAGANGOTHRI
CAMPUS, NEW BEL ROAD, MSR ROAD, BANGALORE - 560054",BANGALORE URBAN,State Private University
KRUPANIDHI SCHOOL OF MANAGEMENT,#12/1 CHIKKABELLANDUR VILLAGE,BANGALORE URBAN,"Private-Self
Financing"
JAGDISH SHETH SCHOOL OF MANAGEMENT,"# 8P & 9P, KIADB INDUSTRIAL AREA,
ELECTRONICS CITY 1ST PHASE, BANGALORE ? 560 100",BANGALORE URBAN,Private-Self Financing
"JAIN DEEMED TO BE UNIVERSITY
FACULTY OF MANAGEMENT STUDIES","17&17/1, SHESHADRI ROAD, ANAND RAO
CIRCLE, GANDHI NAGAR",BANGALORE URBAN,"Deemed to be
University(Pvt)"
"JAIN DEEMED TO BE UNIVERSITY
SCHOOL OF COMPUTER APPLICATIONS AND IT","44/4, DISTRICT FUND ROAD, BEHIND BIG BAZAR, 9TH BLOCK, JAYANAGAR",BANGALORE URBAN,Deemed to be University(Pvt)
CHRIST ACADEMY INSTITUTE FOR ADVANCED STUDIES,"CHRIST NAGAR, HULLAHALLI, BEGUR -
KOPPA ROAD, SAKKALAWARA POST, BANGALORE -560083",BANGALORE URBAN,Private-Self Financing
"SEA COLLEGE OF SCIENCE COMMERCE
AND ARTS","EKTANAGAR,VIRGONAGAR POST,
K.R.PURAM, BANGALORE",BANGALORE URBAN,"Private-Self
Financing"
"GOVERNMENT ENGINEERING COLLEGE,KARWAR","GOVERNMENT ENGINEERING COLLEGE
KARWAR, MAJALI VILLAGE, KARWAR TALUK, UTTARA KANNADA DIST, KARNATAKA -PIN 581345",UTTARA KANNADA,Government
GHOUSIA COLLEGE OF ENGINEERING,BANGALORE - MYSORE ROAD,RAMANAGARA,"Private-Self
Financing"
SAI VIDYA INSTITUTE OF TECHNOLOGY,"RAJANUKUNTE DODDBALLAPURA ROAD
VIA: YELAHANKA",BANGALORE RURAL,"Private-Self
Financing"
"GOVERNMENT POLYTECHNIC
MOSALEHOSAHALLI","MOSALEHOSAHALLI, HASSAN",HASSAN,Government
"K R PET KRISHNA GOVERNMENT ENGINEERING COLLEGE, K R PET","GOVERNMENT ENGINEERING COLLEGE,
KRISHNARAJPET, MANDYA DIST. - 571 426, KARNATAKA",MANDYA,Government
"SRINIVAS UNIVERSITY INSTITUTE OF
ENGINEERING & TECHNOLOGY",SRINIVAS CAMPUS MUKKA MANGALURU,DAKSHINA KANNADA,"Private-Self
Financing"
ST. CLARET COLLEGE,"PB NO.1321, MES ROAD, JALAHALLI,
BANGALORE",BANGALORE URBAN,"Private-Self
Financing"
GOVERNMENT POLYTECHNIC BASAVAN BAGEWADI,"SPECIAL OFFICER GOVERNMENT
POLYTECHNIC BASAVAN BAGEWADI TAKKALAKI",BIJAPUR,Government
"GLOBAL INSTITUTE OF BUSINESS
STUDIES","SITE NO. 195, SY. NO. 44/4, 44/5, 44/8,
MYLASANDRA ROAD, BEGUR HOBLI,",BANGALORE URBAN,"Private-Self
Financing"
GOVERNMENT TOOL ROOM AND TRAINING CENTRE,"GOVERNMENT TOOL ROOM AND TRAINING CENTRE NEAR NADAKACHERI OFFICE- ARABHAVI TQ:-GOKAK DIST:-
BELAGAVI PIN CODE NO:-591306",BELGAUM,Government
"VISVESVARAYA TECHNOLOGICAL
UNIVERSITY CENTRE FOR POST GRADUATE STUDIES MYSURU","VISVESVARAYA TECHNOLOGICAL
UNIVERSITY CENTRE FOR POST GRADUATE STUDIES",BELGAUM,Government
INSTITUTE OF MANAGEMENT STUDIES,"DAVANGERE UNIVERSITY,
SHIVAGANGOTRI, DAVANGERE - 577022",DAVANAGERE,"State Government
University"
ST. FRANCIS COLLEGE,"8TH MAIN, 3RD BLOCK, SARAJAPURA
ROAD, KORAMANGALA, BENGALURU- 560034",BANGALORE URBAN,Private-Self Financing
"GOVERNMENT TOOL ROOM AND
TRAINING CENTRE UDUPI","K G ROAD, THENKABETTU POST,UPPOOR.",UDUPI,Government
CANARABANK SCHOOL OF MANAGEMENT STUDIES BCU CAMPUS,CENTRAL COLLEGE CAMPUS DR. AMBEDKAR VEEDHI BANGALORE 560001,BANGALORE URBAN,State Government University
"VISVESVARAYA TECHNOLOGICAL
UNIVERSITY","VTU CPGS & REGIONAL OFFICE,
KUSNOOR ROAD, KALABURAGI",GULBARGA,Government
"VISVESVARAYA TECHNOLOGICAL
UNIVERSITY DEPARTMENT OF PG STUDIES","VISVESVARAYA TECHNOLOGICAL
UNIVERSITY, JNANA SANGAMA, MACHHE, BELAGAVI",BELGAUM,Government
VANGUARD BUSINESS SCHOOL,"#128, 38TH CROSS, EAST END MAIN ROAD,
9TH BLOCK JAYANAGAR",BANGALORE URBAN,"Private-Self
Financing"
"SAMBHRAM COLLEGE OF HOTEL
MANAGEMENT","NO 36 ,TEMPLE ROAD BEML NAGAR KGF",KOLAR,"Private-Self
Financing"
ST FRANCIS DE SALES COLLEGE,"HEBBAGODI, ELECTRONICS CITY POST,
BANGALORE 560100",BANGALORE URBAN,"Private-Self
Financing"
"RV INSTITUTE OF TECHNOLOGY AND
MANAGEMENT","KOTHANUR, 8TH PHASE J.P.NAGAR,
BENGALURU-560 078.",BANGALORE URBAN,"Private-Self
Financing"
"PES INSTITUTE OF TECHNOLOGY &
MANAGEMENT","GUDDADAARAKERE KOTEGANGOOR
SAGAR ROAD",SHIMOGA,"Private-Self
Financing"
LINGARAJAPPA ENGINEERING COLLEGE,"SURVEY NO. 25/1, GORNALLI
,BIDAR,KARNATAKA",BIDAR,"Private-Self
Financing"
PANCHASHEELA POLYTECHNIC,"PANCHASHEELA POLYTECHNIC.BHEL
LAYOUT,21ST CROSS,2ND STAGE,PATTANAGERERAJARAJESHWARI
NAGAR",BANGALORE URBAN,Private-Self Financing
"THE OXFORD COLLEGE OF HOTEL
MANAGEMENT",J P NAGAR I PHASE,BANGALORE URBAN,"Private-Self
Financing"
"DAYANANDA SAGAR COLLEGE OF ARTS,SCIENCE & COMMERCE","SHAVIGE MALLESHWARA HILLS
KUMARA SWAMY LAYOUT BANGALORE 560 078",BANGALORE URBAN,Private-Self Financing
GOVERNMENT ENGINEERING COLLEGE TALAKAL,"GOVERNMENT ENGINEERING COLLEGE, TALAKAL TALUKA: YALABURGA, DIST: KOPPAL, KARNATAKA, PIN 583238",KOPPAL,Government
"JAWAHARLAL NEHRU NEW COLLEGE OF
ENGINEERING-MCA","P.BOX. NO-128, NAVULE SAVALANGA
ROAD SHIMOGA",SHIMOGA,"Private-Self
Financing"
GNANA VIKAS POLYTECHNIC,"CHALLAKERE ROAD, CHITRADURGA",CHITRADURGA,"Private-Self
Financing"
"GOVERNMENT ENGINEERING COLLEGE,
HAVERI",DEVAGIRI HAVERI,HAVERI,Government
SB COLLEGE OF MANAGEMENT STUDIES,"CA SITE NO.21, 5TH PHASE, KHB COLONY,
YELAHANKA NEW TOWN, BANGALORE - 560 106",BANGALORE URBAN,Private-Self Financing
"AL-KHATEEB GOVERNMENT AIDED
POLYTECHNIC","BHOOPASANDRA RMV II STAGE
BENGALURU",BANGALORE URBAN,Govt aided
"JAIN COLLEGE OF ENGINEERING &
TECHNOLOGY","404/4, 404/5, SAI NAGAR, UNKAL, HUBLI",DHARWAD,"Private-Self
Financing"
R. R. INSTITUTE OF TECHNOLOGY,"NO. 67, RAJA REDDY LAYOUT, NEAR
CHIKKABANAVARA RAILWAY STATION, CHIKKABANAVARA BANGALORE - 560090 KARNATAKA INDIA",BANGALORE URBAN,Private-Self Financing
GOVERNMENT ENGINEERING COLLEGE,"MOSALEHOSAHALLI, HASSAN",HASSAN,Government
"KEMPEGOWDA MEMORIAL
POLYTECHNIC","URDIGERE ROAD BELAGUMBA TUMKUR
572104",TUMKUR,"Private-Self
Financing"
IMPERIAL INSTITUTE OF ADVANCED MANAGEMENT,"#501,SURVEY NO 224/2 & 226/2
,SALAHUNASE,UDAYAPURA POST,KANAKAPURA ROAD,NEAR
KAGGALIPURA",BANGALORE URBAN,Private-Self Financing
MANGALORE INSTITUTE OF TECHNOLOGY & ENGINEERING,"BADAGA MIJAR, MOODBIDRI,
MANGALORE TQ-574225, DK KARNATAKA,INDIA",DAKSHINA KANNADA,Private-Self Financing
"NITTE MEENAKSHI INSTITUTE OF
TECHNOLOGY","GOLLAHALLI, GOVINDAPURA,P.B NO 6429
YELAHANKA, BANGALORE-560064",BANGALORE RURAL,"Private-Self
Financing"
JAIN COLLEGE OF ENGINEERING,"T.S. NAGAR, HUNCHANHATTI ROAD, MACCHE, BELGAUM, KARNATAKA 590014.",BELGAUM,Private-Self Financing
"CANARA BANK SCHOOL OF
MANAGEMENT STUDIES J.B. CAMPUS","OLD PAREEKSHA BHAVAN GANDHI
MARG BANGALORE UNIVERSITY",BANGALORE URBAN,"State Government
University"
ABBS SCHOOL OF MANAGEMENT,Y,BANGALORE URBAN,"Private-Self
Financing"
M E S POLYTECHNIC,"G B N ROAD MADHUGIRI -572132 TUMKUR-
DIST",TUMKUR,"Private-Self
Financing"
"KLS VISHWANATHRAO DESHPANDE
INSTITUTE OF TECHNOLOGY","UDYOG VIDYA NAGAR,DANDELI ROAD,
HALIYAL-581329 KA",UTTARA KANNADA,"Private-Self
Financing"
SAHAKARI VIDYA KENDRA POLYTECHNIC,"CA NO 3,41ST CROSS, EAST END B MAIN
ROAD,JAYANAGAR 9TH BLOCK. BANGALORE",BANGALORE URBAN,Private-Self Financing
"ANJUMAN INSTITUTE OF TECHNOLOGY
AND MANAGEMENT","ANJUMANABAD, BHATKAL (U K DIST),
KARNATAKA PIN 581320",UTTARA KANNADA,"Private-Self
Financing"
"GOVERMENT ENGINEERING COLLEGE
GANGAVATHI",VIPRASAI NAGAR,KOPPAL,Government
"GOVERNMENT POLYTECHNIC FOR
WOMEN","AIRPORT ROAD, BONDEL",D KANNADA(DK),Government
EAST WEST INSTITUTE OF POLYTECHNIC,"NO.13, SECTOR""A"" , YELAHANKA NEW
TOWN, YELAHANKA, BANGALORE - 560064",BANGALORE URBAN,Private-Self Financing
BANGALORE COLLEGE OF ENGINEERING & TECHNOLOGY,"NEAR HEELALIGE RAILWAY STATION,
CHANDAPURA, ANEKAL TALUK, BANGALORE, 560081.",BANGALORE URBAN,Private-Self Financing
BANGALORE TECHNOLOGICAL INSTITUTE,"SY NO.66/6,66/5,67/6,&67/5, KODATHI
VILLAGE, VARTHOOR HOBLI,BANGALORE EAST TQ BANGALORE URBAN DISTRICT",BANGALORE URBAN,Private-Self Financing
"MOUNT FARAN POLYTECHNIC, OLD
HUBLI","HIGH LANDS, ANAND NAGAR ROAD, OLD
HUBLI",DHARWAD,"Private-Self
Financing"
"NAVODAYA INSTITUTE OF
TECHNOLOGY, RAICHIUR.","NAVODAYA NAGAR, MANATRALAYAM
ROAD, RAICHUR",RAICHUR,"Private-Self
Financing"
"GOVERNMENT POLYTECHNIC FOR
WOMEN",HOLENARASIPURA,HASSAN,Government
SRI SAIRAM COLLEGE OF ENGINEERING,"SAI LEO NAGAR GUDDANAHALLI
VILLAGE SAMANDUR POST ANEKAL",BANGALORE URBAN,"Private-Self
Financing"
RAJARAJESWARI COLLEGE OF ENGINEERING,"#14, RAMOHOLLI CROSS, KUMBALGODU, MYSORE ROAD,BANGALORE - 560074",BANGALORE URBAN,Private-Self Financing
SMT.L.V.(GOVT.) POLYTECHNIC,"B.M.ROAD, DAIRY CIRCLE",HASSAN,Government
"BHEEMANNA KHANDRE INSTITUTE OF
TECHNOLOGY","BHALKI-HUMNABAD ROAD, BHALKI-
585328 DIST. BIDAR KARNATAKA",BIDAR,"Private-Self
Financing"
"BASAVAKALYAN POLYTECHNIC
COLLEGE, BASAVAKALYAN","N.H. 9 BASAVAKALYAN DIST: BIDAR
STATE: KARNATAKA",BIDAR,"Private-Self
Financing"
"GOVERNMENT POLYTECHNIC
KUSHTAGI","TENGUNTI ROAD, KUSHTAGI",KOPPAL,Government
"GANDHI INSTITUTE OF TECHNOLOGY
AND MANAGEMENT GITAM OFF CAMPUS BENGALURU",NAGADENEHALLI,BANGALORE RURAL,Deemed to be University(Pvt)
"KLE DR. M. S. SHESHGIRI COLLEGE OF
ENGINEERING AND TECHNOLOGY, BELGAUM","UDYAMBAGH, BELGAUM",BELGAUM,Private-Self Financing
KALABHYRAVESWARA POLYTECHNIC,"THOTAGERE,HESARAGHATTA,RAILWAY
GOLLAHALLI POST, BANGALORE NORTH- 562123",BANGALORE RURAL,Private-Self Financing
RAJIV GANDHI MEMORIAL POLYETCHNIC,RAJIV GANDHI MEMORIAL POLYTECHNIC BALAGANGADHARA NAGAR MALLATHAHALLY BANGALORE - 560056,BANGALORE URBAN,Private-Self Financing
BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,"BAPUJI INSTITUTE OF ENGINEERING &
TECHNOLOGY P.B. NO.325, SHAMANUR ROAD DAVANGERE-577 004 KARNATAKA - INDIA",DAVANAGERE,Private-Self Financing
"DAYANANDA SAGAR ACADEMY OF
TECHNOLOGY & MANAGEMENT TECHNICAL CAMPUS","UDAYAPURA KANAKAPURA ROAD
BANGALORE URBAN DISTRICT, BANGALORE",BANGALORE URBAN,Private-Self Financing
"PATEL INSTITUTE OF SCIENCE AND
MANAGEMENT","KAREAMMANA AGRAHARA BELLANDUR
POST",BANGALORE URBAN,"Private-Self
Financing"
"GOVT POLYTECHNIC FOR WOMEN
HASSAN",HARSHA MAHAL ROAD HASSAN,HASSAN,Government
ANNAPOORNA INSTITUTE OF MANAGEMENT RESEARCH,"PLOT NO.22A/2, S.D.V.S. CAMPUS OLD
POONA BANGALORE ROAD,SANKESHWAR",BELGAUM,Private-Self Financing
GOVERNMENT ENGINEERING COLLEGE,"DODDAMANNUGUDDE, RAMANAGAR,
RAMANAGAR DISTRICT - 571 511",RAMANAGARA,Government
SINDHI INSTIUTE OF MANAGEMENT,"33/2B,KEMPAPURA,HEBBAL,BANGALORE",BANGALORE URBAN,"Private-Self
Financing"
KLE TECHNOLOGICAL UNIVERSITY,"BVBHOOMARADDI COLLEGE CAMPUS,
VIDYANAGAR, HUBBALLI",DHARWAD,"State Private
University"
DEPARTMENT OF PG STUDIES AND RESEARCH IN COMPUTER SCIENCE,"MANGALORE UNIVERSITY
MANGALAGANGOTRI MANGALORE:574 199.",DAKSHINA KANNADA,Government
GOVERNMENT POLYTECHNIC,"NEAR JANAPADA LOKA, B M ROAD,
RAMANAGARA",RAMANAGARA,Government
"SHRI MANIKRAO PATIL RURAL
POLYTECHNIC AIDED","VILLAGE : THANAKUSHNOOR TQ : AURAD
(B) DIST : BIDAR",BIDAR,Govt aided
"IMPACT INSTITUTE OF MANAGEMENT
STUDIES","IMPACT CAMPUS, SAHAKARANAGARA
PO, BENGALURU-560092",BANGALORE URBAN,"Private-Self
Financing"
M S ENGINEERING COLLEGE,"NAVARATHNA AGRAHARA,
SADAHALLIPOST, NEAR BIAL, BANGALORE",BANGALORE RURAL,Private-Self Financing
DR.KARIAPPA BUSINESS SCHOOL,"PLOT # SW45-SW48, KIADB APPAREL
PARK PHASE II, BANGALORE",BANGALORE RURAL,"Private-Self
Financing"
AKSHAYA INSTITUTE OF TECHNOLOGY,"LINGAPURA OBLAPURA POST TUMKUR
KORATAGERE ROAD TUMKUR TALUK & DISTRICT",TUMKUR,Private-Self Financing
